Trading Name,Outlet Name,Website,Outlet Address,Outlet Suburb,Outlet Postcode,Telephone Number,Online Mail Order Flag,Australia Wide Flag,Overseas Flag,Senior Scheme Flag,Carer Scheme Flag,Business Category,Discount,Latitude,Longitude
Saveways Kitchens (QBCC Act Lic 1206313),Saveways Kitchens,www.savewaysofficeandkitchens.com.au,20 Robinson Rd,VIRGINIA,4014,(07) 3265 2555,No,No,No,Yes,Yes,"Bathrooms, Kitchens and Laundries","Best quality, service and price. Free measure and quote.",-27.370751,153.061044
Saveways Office Furniture,Saveways Office Furniture,www.savewaysofficeandkitchens.com.au,20 Robinson Rd,VIRGINIA,4014,(07) 3265 2555,No,No,No,Yes,Yes,Office Furniture and Equipment,Up to a further 10% off our already discounted prices.,-27.370751,153.061044
SBR Electrical (Elect Lic 68432) ,SBR ELECTRICAL,www.sbrelectrical.com.au,23 Mexican St,CHARTERS TOWERS,4820,(07) 4787 2299,No,Yes,No,Yes,No,Electricians,10% discount.,-20.080378,146.266553
Scamps Hair Stylists,Scamps Hair Stylists,(blank),Centrepoint Plaza,BOWEN,4805,(07) 4786 2685,No,Yes,No,Yes,No,Hairdressers and Barbers,10% discount on all salon services. Excludes specials.,-20.001487,148.240213
Scarness Beachside Pharmacy,Scarness Beach Pharmacy,(blank),347 Esplanade,SCARNESS,4655,(07) 4128 1680,No,No,No,Yes,No,Pharmacies,5% off. Excluding prescriptions and specials.,-25.283564,152.85402
Schonell Theatre,Schonell Theatre,www.schonell.com,Union Rd - University Grounds,ST LUCIA,4067,(07) 3377 2988,No,Yes,No,Yes,No,Cinemas,$4 off the price of a full priced movie ticket.,-27.494897,153.015954
Schrecks Shoe Store,Schrecks Shoe Store - M E Hartman Pty Ltd,(blank),15 Cunningham St,DALBY,4405,(07) 4662 2095,No,No,No,Yes,No,Footwear,5% off under $100 and 10% off over $100. Excl. sale items.,-27.180558,151.267918
Pizza Capers ,Pizza Capers ,www.pizzacapers.com.au,37 Sunshine Beach Rd,NOOSA JUNCTION,4567,(07) 5447 2166,No,Yes,No,Yes,Yes,Takeaway,15% off total bill Mon/Tue/Wed only. Conditions apply.,-26.397628,153.091502
Schultz Toomey O'Brien Lawyers,Schultz Toomey O'Brien Lawyers,www.stolaw.com.au,Evergreen Cnt - 12 Discovery Dr,NORTH LAKES,4509,(07) 3482 0500,No,Yes,No,Yes,Yes,Legal Services,Reduced rates on selected services.,-27.239444,153.024061
Scissor Chix,Scissor Chix,(blank),936 Wynnum Rd,CANNON HILL,4170,(07) 3899 2333,No,Yes,No,Yes,Yes,Hairdressers and Barbers,10% discount on all services.,-27.468203,153.089181
Scooterland Mobility,Scooterland Mobility,www.scooterland.net.au,3/26 Central Park Avenue,ASHMORE,4214,(07) 5539 2141,No,Yes,Yes,Yes,Yes,Home Care Aids and Equipment,10% off in-store Daily Living Aids.,-27.987663,153.359286
Scooterland Mobility,Scooterland Mobility,www.scooterland.net.au,3/26 Central Park Avenue,ASHMORE,4214,(07) 5539 2141,No,Yes,Yes,Yes,Yes,Mobility Products and Scooters,5% off all in-store mobility scooters. Not included with any other offer.,-27.987663,153.359286
Scooters & Mobility,Scooters & Mobility,www.scootersandmobility.com.au,40 Redland Bay Rd,CAPALABA,4157,(07) 3390 3320,No,Yes,No,Yes,Yes,Mobility Products and Scooters,$100 discount on mobility scooters.,-27.523743,153.192504
Scooters & Mobility Runaway Bay,Scooters & Mobility Runaway Bay,www.mobilityscootershop.com.au,Shop 2  380 Oxley Dr,RUNAWAY BAY,4216,(07) 5500 6245,No,Yes,Yes,Yes,Yes,Mobility Products and Scooters,10% discount on presentation of card.,-27.922511,153.386996
Suncoast Pest Control,Suncoast Pest Control,(blank),Mobile Service,NOOSA TO THE GLASS HOUSE MOUNTAINS,4558,0402 414 097,No,Yes,Yes,Yes,Yes,Pest and Termite Control and Inspections,20% discount on all services.,(blank),(blank)
Bermuda Villas,Bermuda Villas,www.bermudavillasnoosa.com.au,7-13 Howard St,NOOSAVILLE,4566,(07) 5449 8566,No,Yes,No,Yes,Yes,Accommodation,10% off published rates when booked direct.,-26.395412,153.070545
Scope Clinical Services,Scope Clinical Services,http://scopeclinicalservices.com,Shop 2  18 Pickwick St,CANNON HILL,4170,0402 778 243,No,Yes,No,Yes,No,Dietitians and Dietary Services,"10% off all dietary services. Including support for healthy aging, specific nutritional intake, cholesterol management, and all other dietary services",-27.471163,153.09478
Scope Clinical Services,Scope Clinical Services,http://scopeclinicalservices.com,Shop 2  18 Pickwick St,CANNON HILL,4170,0402 778 243,No,Yes,No,Yes,No,Psychologists and Counselling,"10% discount on all psychological services. Including support for healthy aging, cognitive decline in functioning, dependency, grief and loss.",-27.471163,153.09478
Sea Change Beachfront Apartments,Sea Change Beachfront Apartments,www.seachange-beachfront-apartments.com,31-35 Vasey Espl,TRINITY BEACH,4879,(07) 4057 5822,No,Yes,No,Yes,Yes,Accommodation,"Stay 5 nights, pay for 4 nights and receive 1 night free.",-16.788628,145.701091
Sea World Whale Watch,Sea World Whale Watch,www.seaworldwhalewatch.com.au,Sea World Cruise Terminal - 130 Seaworld Dr,MAIN BEACH,4217,(07) 5591 6061,No,Yes,No,Yes,No,Tourist Attractions,11% discount on Sea World Whale Watch tours.,-27.966197,153.42657
Seal-A-Fridge,Seal-A-Fridge,(blank),6 Shoalmarra Dr,MOUNT LOW,4818,(07) 4788 9129,No,Yes,No,Yes,Yes,Refrigeration Sales and Services,10% off any fridge or freezer seal replacement.,-19.225493,146.66839
Search Factory,Search Factory,www.searchfactory.com.au,(blank),(blank),(blank),(07) 3310 4336,Yes,Yes,No,Yes,No,Website Services,10% off website search engine optimisation audits.,(blank),(blank)
Search Tempo,Search Tempo,www.searchtempo.com.au,L 1 22 Qualtrough St,WOOLLOONGABBA,4102,(07) 3166 9622,No,Yes,Yes,Yes,Yes,"Education, Training and Personal Development",20% discount on all SEO training courses.,-27.491642,153.036783
Coco Bay Resort,Coco Bay Resort,www.cocobayresort.com.au,287 Weyba Rd,NOOSAVILLE,4566,(07) 5449 0200,No,Yes,No,Yes,Yes,Accommodation,10% off our published tariffs in low season.,-26.397584,153.069027
Coral Beach Noosa Resort,Coral Beach Resort,www.coralbeach.com.au,12 Robert St,NOOSAVILLE,4566,(07) 5449 7777,No,Yes,No,Yes,Yes,Accommodation,15% off published tariff in off peak season. Cond. apply.,-26.400637,153.058983
Pelican Beach Resort,Pelican Beach Resort,www.pelicanbeachnoosa.com,13-17 James St,NOOSAVILLE,4566,(07) 5449 0766,No,Yes,Yes,Yes,No,Accommodation,10% off advertised rates during low season only.,-26.399922,153.06659
Terrapin Holiday Apartments,Terrapin Holiday Apartments,www.terrapin.com.au,15 The Cockleshell,NOOSAVILLE,4566,(07) 5449 8770,No,Yes,No,Yes,Yes,Accommodation,10% discount on standard tariff. Conditions apply.,-26.399884,153.060301
The Islander Noosa Resort,The Islander Noosa Resort,www.islandernoosa.com.au,187 Gympie Tce,NOOSAVILLE,4566,(07) 5449 7022,No,Yes,No,Yes,Yes,Accommodation,10% off standard season for two or three bedroom villas.,-26.399151,153.06178
Self Help Books,Self Help Books,www.selfhelpbooks.com.au,101 Wickham Tce,BRISBANE,4000,(07) 3839 9727,No,No,No,Yes,Yes,"Books, Magazines and Newspapers",10% discount for cardholders.,-27.461098,153.017408
Senior Shopper ,Senior Shopper,www.seniorshopper.com.au,(blank),(blank),(blank),1300 366 265,Yes,Yes,No,Yes,Yes,Shopping Services,Usual saving of 9-13% off cardholders best price.,(blank),(blank)
Seniors Holiday Travel,Seniors Holiday Travel,www.seniorsholidaytravel.com.au,L 1  54 Baxter St,FORTITUDE VALLEY,4006,(07) 3211 8599,No,Yes,No,Yes,Yes,Travel Agencies,Save 30% off travel insurance up to 81 years young.,-27.454175,153.031553
Seniors Holiday Travel,Seniors Holiday Travel,www.seniorsholidaytravel.com.au,L 1  54 Baxter St,FORTITUDE VALLEY,4006,(07) 3211 8599,No,Yes,No,Yes,Yes,Travel Insurance,Save 30% off travel insurance up to 81 years young.,-27.454175,153.031553
Seniors Legal and Support Services,Seniors Legal and Support Services,http://www.qld.gov.au/seniors/legal-finance-concessions/legal-support/,(blank),BRISBANE,4000,(07) 3214 6333,No,Yes,Yes,Yes,Yes,Legal Services,"Free legal advice, support & referrals regarding elder abuse including emotional, financial, physical or sexual abuse, or neglect.",(blank),(blank)
Seniors Legal and Support Services,Seniors Legal and Support Services,http://www.qld.gov.au/seniors/legal-finance-concessions/legal-support/,(blank),BRISBANE,4000,(07) 3214 6333,No,Yes,Yes,Yes,Yes,Older Persons' Support,"Free legal advice, support & referrals regarding elder abuse including emotional, financial, physical or sexual abuse, or neglect.",(blank),(blank)
Seniors Legal and Support Services,Seniors Legal and Support Services,http://www.qld.gov.au/seniors/legal-finance-concessions/legal-support/,(blank),CAIRNS,4870,(07) 4031 7688,No,Yes,Yes,Yes,Yes,Legal Services,"Free legal advice, support & referrals regarding elder abuse including emotional, financial, physical or sexual abuse, or neglect.",(blank),(blank)
Seniors Legal and Support Services,Seniors Legal and Support Services,http://www.qld.gov.au/seniors/legal-finance-concessions/legal-support/,(blank),CAIRNS,4870,(07) 4031 7688,No,Yes,Yes,Yes,Yes,Older Persons' Support,"Free legal advice, support & referrals regarding elder abuse including emotional, financial, physical or sexual abuse, or neglect.",(blank),(blank)
Seniors Legal and Support Services,Seniors Legal and Support Services,http://www.qld.gov.au/seniors/legal-finance-concessions/legal-support/,(blank),HERVEY BAY,4655,(07) 4124 6863,No,Yes,Yes,Yes,Yes,Legal Services,"Free legal advice, support & referrals regarding elder abuse including emotional, financial, physical or sexual abuse, or neglect.",(blank),(blank)
Seniors Legal and Support Services,Seniors Legal and Support Services,http://www.qld.gov.au/seniors/legal-finance-concessions/legal-support/,(blank),HERVEY BAY,4655,(07) 4124 6863,No,Yes,Yes,Yes,Yes,Older Persons' Support,"Free legal advice, support & referrals regarding elder abuse including emotional, financial, physical or sexual abuse, or neglect.",(blank),(blank)
Seniors Legal and Support Services,Seniors Legal and Support Services,http://www.qld.gov.au/seniors/legal-finance-concessions/legal-support/,(blank),TOOWOOMBA,4350,(07) 4616 9700,No,Yes,Yes,Yes,Yes,Legal Services,"Free legal advice, support & referrals regarding elder abuse including emotional, financial, physical or sexual abuse, or neglect.",(blank),(blank)
Seniors Legal and Support Services,Seniors Legal and Support Services,http://www.qld.gov.au/seniors/legal-finance-concessions/legal-support/,(blank),TOOWOOMBA,4350,(07) 4616 9700,No,Yes,Yes,Yes,Yes,Older Persons' Support,"Free legal advice, support & referrals regarding elder abuse including emotional, financial, physical or sexual abuse, or neglect.",(blank),(blank)
Seniors Legal and Support Services,Seniors Legal and Support Services,http://www.qld.gov.au/seniors/legal-finance-concessions/legal-support/,(blank),TOWNSVILLE,4810,(07) 4721 5511,No,Yes,Yes,Yes,Yes,Legal Services,"Free legal advice, support & referrals regarding elder abuse including emotional, financial, physical or sexual abuse, or neglect.",(blank),(blank)
Seniors Legal and Support Services,Seniors Legal and Support Services,http://www.qld.gov.au/seniors/legal-finance-concessions/legal-support/,(blank),TOWNSVILLE,4810,(07) 4721 5511,No,Yes,Yes,Yes,Yes,Older Persons' Support,"Free legal advice, support & referrals regarding elder abuse including emotional, financial, physical or sexual abuse, or neglect.",(blank),(blank)
Sensetional Beauty Salon,Sensetional Beauty Salon,www.sensetionalbeauty.com,144 Anzac Ave,REDCLIFFE,4020,(07) 3885 4701,No,Yes,No,Yes,Yes,Beauty Products and Services,20% off services. Host workshops and receive a free gift.,-27.228485,153.100377
SEO Works,SEO Works,www.seoworks.com,L 22 69 Ann St,BRISBANE,4000,(07) 3112 5166,No,Yes,No,Yes,Yes,Website Services,"10% off SEO services, packages and consultancy.",-27.469501,153.022816
Serendipity Dreams,Serendipity Dreams,http://serendipitydreams.fotomerchant.com/,U 9  80 Hornibrook Esp,CLONTARF,4019,0413 009 804,No,Yes,Yes,Yes,Yes,Photographic Products and Services,25% off any portrait sitting. 10% off wedding packages.,-27.25813,153.083603
The Nautilus Noosa,The Nautilus Noosa,www.nautilusnoosa.com.au,124 Noosa Pde,NOOSAVILLE,4566,(07) 5449 9188,No,Yes,No,Yes,No,Accommodation,10% off internet price excluding specials. Book directly.,-26.395932,153.077005
Wolngarin Holiday Resort,Wolngarin Holiday Resort,www.wolngarin.com,27 Munna Cres,NOOSAVILLE,4566,(07) 5449 8755,No,Yes,No,Yes,Yes,Accommodation,15% off. Excludes school holidays. Minimum 3 night stay.,-26.395172,153.074516
Service 8 Quality Auto Glass Replacement P/L,Service 8 Quality Auto Glass Replacement P/L,http://www.service8.com.au,Mobile Service,BRISBANE ,4000,1300 886 670,No,Yes,Yes,Yes,No,Repairs and Servicing,10% discount on quote.,(blank),(blank)
Service 8 Quality Auto Glass Replacement P/L,Service 8 Quality Auto Glass Replacement P/L,http://www.service8.com.au,Mobile Service,GOLD COAST AREA,4217,1300 886 670,No,Yes,Yes,Yes,No,Repairs and Servicing,10% discount on quote.,(blank),(blank)
Service 8 Quality Auto Glass Replacement P/L,Service 8 Quality Auto Glass Replacement P/L,http://www.service8.com.au,Mobile Service,TOWNSVILLE AREA,4810,1300 886 670,No,Yes,Yes,Yes,No,Repairs and Servicing,10% discount on quote.,(blank),(blank)
Setters Health Centre,Setters Health Centre,www.settershealthcentre.com.au,6 Fulham Rd,PIMLICO,4812,(07) 4728 8800,No,Yes,No,Yes,Yes,Natural Therapies,20% discount on full priced Bowen therapy treatment.,-19.289972,146.78975
Sew Handy,Sew Handy,(blank),Toowoomba Homemakers Cnt - Prescott St,TOOWOOMBA,4350,(07) 4632 1257,No,Yes,No,Yes,Yes,"Art, Craft and Sewing",10% discount on all goods. Excludes sale items.,-27.566119,151.9473
Sewing Machine Man Mobile Service,Sewing Machine Man Mobile Service,(blank),Mobile Service,CARRARA,4211,(07) 5578 2885,No,Yes,No,Yes,Yes,Sewing Machines,Sewing machine repairs in your own home. 10% off labour.,(blank),(blank)
Seymour Termite and Pest Management (QBCC Act Lic 1133849),Seymour Termite and Pest Management,(blank),Mobile Service,BUNDABERG - ALL AREAS,4670,(07) 4154 8548,No,Yes,No,Yes,Yes,Pest and Termite Control and Inspections,Free booster t'ment with complete pest control t'ment.,(blank),(blank)
Shane Tibbs & Associates A R of Suncorp Financial Services Pty Ltd,Shane Tibbs & Associates A R of Suncorp Financial Services Pty Ltd,www.stafinancial.com.au,"206 Buchan St, Westcourt",CAIRNS,4870,(07) 4052 1950,No,Yes,No,Yes,No,Financial Services,"Financial plan preparation fee waived, normally $1100.",-16.929923,145.761846
Shannonvale Tropical Fruit Winery,Shannonvale Tropical Fruit Winery,www.shannonvalewine.com.au,417 Shannonvale Rd,MOSSMAN,4873,(07) 4098 4000,No,Yes,No,Yes,Yes,Wineries,Buy six bottles and get one free.,-16.5015,145.35867
Shardworks Mosaic Design,Shardworks Mosaic design,www.shardworks.com,14 Scott St,CAIRNS,4870,(07) 4041 2033,No,Yes,Yes,Yes,Yes,Games and Hobbies,20% off classes and materials.,-16.926064,145.769703
Share-Time Pictures,Share-Time Pictures,www.sharetimepictures.com.au,(blank),(blank),(blank),(07) 3862 2488,Yes,Yes,No,Yes,Yes,DVD and Video Libraries,20% off 'Moments in Lavender' DVD. Free postage within Australia. Quote code: DVDzj5,(blank),(blank)
Share-Time Pictures,Share-Time Pictures,www.sharetimepictures.com.au,(blank),(blank),(blank),(07) 3862 2488,Yes,Yes,No,Yes,Yes,Home Care Aids and Equipment,20% off 'Moments in Lavender' DVD. Free postage within Australia. Quote code: DVDzj5,(blank),(blank)
Sharon Daniels & Associates,Sharon Daniels & Associates,(blank),57 McLeod St,CAIRNS,4870,(07) 4031 6448,No,No,No,Yes,No,Psychologists and Counselling,10% seniors discount.,-16.920729,145.768929
Shear Indulgence Hair Salon,Shear Indulgence Hair Salon,(blank),Shop 3  143 Brisbane Rd,BOOVAL,4304,(07) 3282 5647,No,No,No,Yes,No,Hairdressers and Barbers,10% discount on any hair service.,-27.614191,152.791013
Sheepskin Warehouse,Sheepskin Warehouse,(blank),44 Beldale St,SUNNYBANK HILLS,4109,(07) 3344 1109,No,Yes,No,Yes,Yes,Carpets and Floor Coverings,"10% off non sale items. Ugg boots, baby rugs, mats, etc. ",-27.597292,153.063061
Sheepskin Warehouse,Sheepskin Warehouse,(blank),44 Beldale St,SUNNYBANK HILLS,4109,(07) 3344 1109,No,Yes,No,Yes,Yes,Children and Babies,"10% off non sale items incl. Ugg boots, baby rugs & mats.",-27.597292,153.063061
Sheepskin Warehouse,Sheepskin Warehouse,(blank),44 Beldale St,SUNNYBANK HILLS,4109,(07) 3344 1109,No,Yes,No,Yes,Yes,Footwear,"10% off non sale items. Ugg boots, baby rugs, mats, etc. ",-27.597292,153.063061
Sheepskin Warehouse,Sheepskin Warehouse,(blank),44 Beldale St,SUNNYBANK HILLS,4109,(07) 3344 1109,No,Yes,No,Yes,Yes,Sheepskin and Wool Products,"10% off non sale items. Ugg boots, baby rugs, mats, etc. ",-27.597292,153.063061
Shell Longreach Service Centre,Shell Longreach Service Centre,(blank),Ilfracombe Rd,LONGREACH,4730,(07) 4658 1706,No,Yes,No,Yes,Yes,Service Stations,"4c/lt off premium, unleaded and diesel. Fill ups-only.",-23.441423,144.260577
Shelley Neilson Men's Hairstylist,Shelley Neilson Men's Hairstylist,(blank),88-90 Gill St,CHARTERS TOWERS,4820,(07) 4787 2262,No,Yes,No,Yes,Yes,Hairdressers and Barbers,10% discount on haircuts. GST inclusive.,-20.076782,146.259998
Shine Mirrors Australia,Shine Mirrors Australia,http://www.shinemirrors.com.au,,,,1300 797 708,Yes,Yes,Yes,Yes,Yes,Glass and Mirrors,10% discount on all RRP mirrors and mirrored furniture with free shipping.,(blank),(blank)
Shipshape Organising Service,Shipshape Organising Service,(blank),Mobile Service,BRISBANE - ALL AREAS,4066,0437 773 275,No,No,No,Yes,Yes,Shelving and Storage Solutions,10% off de-cluttering and organising. 1 hour free consult.,(blank),(blank)
Shipshape Organising Service,Shipshape Organising Service,(blank),Mobile Service,GOLD COAST - ALL AREAS,4217,0437 773 275,No,No,No,Yes,Yes,Shelving and Storage Solutions,10% off de-cluttering and organising. 1 hour free consult.,(blank),(blank)
Shipshape Organising Service,Shipshape Organising Service,(blank),Mobile Service,MORETON - ALL AREAS,4305,0437 773 275,No,No,No,Yes,Yes,Shelving and Storage Solutions,10% off de-cluttering and organising. 1 hour free consult.,(blank),(blank)
Crustncreamz,Crustncreamz,(blank),Shop 4  239 Gympie Tce,NOOSAVILLE,4566,0477 020 363,No,Yes,No,Yes,Yes,Bakeries,10% discount to all card holders.,-26.398087,153.065305
Shipshape Organising Service,Shipshape Organising Service,(blank),Mobile Service,TOOWOOMBA TO ROMA AND THE BORDER,4471,0437 773 275,No,No,No,Yes,Yes,Shelving and Storage Solutions,10% off de-cluttering and organising. 1 hour free consult.,(blank),(blank)
Shoe City,Shoe City,www.shoecity.com.au,Oasis on Broadbeach,BROADBEACH,4218,(07) 5592 1301,No,Yes,No,Yes,Yes,Footwear,10% off regular prices. Excludes sale items.,-28.029828,153.431949
Bob Jane T-Marts,Bob Jane T-Marts,www.bobjane.com.au,118 Eumundi Rd,NOOSAVILLE,4566,(07) 5474 0855,No,Yes,No,Yes,No,Batteries,"5% discount on tyres, wheels and batteries. Cond. apply.",-26.408129,153.047689
Shoe Inn,Shoe Inn,(blank),270 Ann St,BRISBANE CITY,4000,(07) 3229 3985,No,Yes,No,Yes,Yes,Footwear Repairs,10% discount on all services and giftware.,-27.465551,153.026013
Shoe Inn,Shoe Inn,(blank),Great Western Shp Cnt,KEPERRA,4054,(07) 3851 4928,No,Yes,No,Yes,Yes,Footwear Repairs,10% discount on all services and giftware.,-27.416563,152.949571
Shoes On East,Shoes On East,www.shoesoneast.com.au,141 East St,ROCKHAMPTON,4700,(07) 4922 0377,No,Yes,No,Yes,No,Footwear,5% discount on full priced stock.,-23.379292,150.514681
